contigName	contigLen	normDepth
272563.8.peg.1088|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	2013	1.4655
272563.8.peg.119|LSU_ribosomal_protein_L13p_(L13Ae)	432	350.1157
272563.8.peg.120|SSU_ribosomal_protein_S9p_(S16e)	393	1305.4707
272563.8.peg.121|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	705	1.773
272563.8.peg.1099|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	1053	1.0921
272563.8.peg.1101|NAD_kinase_(EC_2.7.1.23)	801	1.7478
272563.8.peg.1109|3-hydroxybutyryl-CoA_dehydratase_(EC_4.2.1.55)	798	8.8346
272563.8.peg.1110|3-hydroxybutyryl-CoA_dehydrogenase_(EC_1.1.1.157)	846	7.2695
272563.8.peg.1111|Acetyl-CoA_acetyltransferase_(EC_2.3.1.9)	1176	10.6293
272563.8.peg.1124|Transcriptional_regulator,_GntR_family_domain_/_Aspartate_aminotransferase_(EC_2.6.1.1)	1446	0.4841
272563.8.peg.1128|PTS_system,_mannose-specific_IIA_component_(EC_2.7.1.191)	411	0.1217
272563.8.peg.1130|PTS_system,_mannose-specific_IIB_component_(EC_2.7.1.191)	471	0.7431
272563.8.peg.1131|PTS_system,_mannose-specific_IIC_component	759	0.1318
272563.8.peg.1132|PTS_system,_mannose-specific_IID_component	843	0.1186
272563.8.peg.1137|PTS_system,_galactitol-specific_IIB_component_(EC_2.7.1.200)	276	0.7246
272563.8.peg.1175|Pyruvate_formate-lyase_(EC_2.3.1.54)	2373	0.5478
272563.8.peg.1176|Pyruvate_formate-lyase_activating_enzyme_(EC_1.97.1.4)	903	0.2769
272563.8.peg.1186|Dephospho-CoA_kinase_(EC_2.7.1.24)	603	0.1658
272563.8.peg.1191|Lactoylglutathione_lyase_(EC_4.4.1.5)	372	0.8065
272563.8.peg.1211|Methylglyoxal_synthase_(EC_4.2.3.3)	414	5.1932
272563.8.peg.1219|LSU_ribosomal_protein_L21p	312	223.7179
272563.8.peg.1221|LSU_ribosomal_protein_L27p	291	1363.5739
272563.8.peg.1224|Homoserine_dehydrogenase_(EC_1.1.1.3)	1206	0.2073
272563.8.peg.122|Aspartate_aminotransferase_(EC_2.6.1.1)	1185	5.3165
272563.8.peg.1231|Glycolate_dehydrogenase_(EC_1.1.99.14),_subunit_GlcD	1392	0.467
272563.8.peg.1233|Acetate_kinase_(EC_2.7.2.1)	1197	229.4069
272563.8.peg.1235|LSU_ribosomal_protein_L32p_@_LSU_ribosomal_protein_L32p,_zinc-dependent	177	580.226
272563.8.peg.1238|3-oxoacyl-	987	3.5968
272563.8.peg.123|Ribonucleotide_reductase_of_class_III_(anaerobic),_large_subunit_(EC_1.17.4.2)	2352	8.2696
272563.8.peg.1240|Malonyl_CoA-acyl_carrier_protein_transacylase_(EC_2.3.1.39)	951	2.5762
272563.8.peg.1243|3-oxoacyl-	1239	16.4649
272563.8.peg.1250|Fructose-1,6-bisphosphatase,_Bacillus_type_(EC_3.1.3.11)	1986	1.4854
272563.8.peg.1264|(2E,6E)-farnesyl_diphosphate_synthase_(EC_2.5.1.10)	888	5.6869
272563.8.peg.1266|1-deoxy-D-xylulose_5-phosphate_synthase_(EC_2.2.1.7)	1866	1.8221
272563.8.peg.1279|ADP-ribose_pyrophosphatase_(EC_3.6.1.13)	537	1.3035
272563.8.peg.1282|Phosphopentomutase_(EC_5.4.2.7)	1173	1.2788
272563.8.peg.1283|Purine_nucleoside_phosphorylase_(EC_2.4.2.1)_@_N-Ribosylnicotinamide_phosphorylase_(EC_2.4.2.1)	813	1.722
272563.8.peg.1284|Pyrimidine-nucleoside_phosphorylase_(EC_2.4.2.2)	1326	0.0754
272563.8.peg.1312|Ribonuclease_III_(EC_3.1.26.3)	711	1.1252
272563.8.peg.1314|Chromosome_partition_protein_smc	3555	1.6737
272563.8.peg.1318|SSU_ribosomal_protein_S16p	273	144.3223
272563.8.peg.1322|LSU_ribosomal_protein_L19p	351	873.3618
272563.8.peg.1339|DNA_topoisomerase_I_(EC_5.99.1.2)	2088	14.4157
272563.8.peg.1344|Cysteine_desulfurase_(EC_2.8.1.7)	1194	2.9732
272563.8.peg.1347|Alanyl-tRNA_synthetase_(EC_6.1.1.7)	2640	4.4697
272563.8.peg.1360|Segregation_and_condensation_protein_A	720	1.7361
272563.8.peg.1361|Segregation_and_condensation_protein_B	540	1.8519
272563.8.peg.1365|Cytosol_aminopeptidase_PepA_(EC_3.4.11.1)	1452	0.3788
272563.8.peg.1370|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	1824	5.2906
272563.8.peg.1373|Transcription_termination_protein_NusA	1155	21.7316
272563.8.peg.1382|FMN_adenylyltransferase_(EC_2.7.7.2)_/_Riboflavin_kinase_(EC_2.7.1.26)	930	2.7419
272563.8.peg.1383|SSU_ribosomal_protein_S15p_(S13e)	258	240.6977
272563.8.peg.1389|Aspartokinase_(EC_2.7.2.4)	1224	2.7369
272563.8.peg.1394|CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_(EC_2.7.8.5)	543	1.4733
272563.8.peg.1399|Undecaprenyl-diphosphatase_(EC_3.6.1.27)	825	1.9394
272563.8.peg.1401|Adenylosuccinate_lyase_(EC_4.3.2.2)_@_SAICAR_lyase_(EC_4.3.2.2)	1446	45.9889
272563.8.peg.1403|PTS_system,_maltose_and_glucose-specific_IIC_component_/_PTS_system,_maltose_and_glucose-specific_IIB_component_(EC_2.7.1.208)	1578	0.6337
272563.8.peg.1405|Maltose-6'-phosphate_glucosidase_(EC_3.2.1.122)	1347	0.3712
272563.8.peg.1406|Alanine_transaminase_(EC_2.6.1.2)	1197	12.9073
272563.8.peg.1407|Galactose-1-phosphate_uridylyltransferase_(EC_2.7.7.10)	951	0.6309
272563.8.peg.1411|Glutamine_synthetase,_clostridia_type_(EC_6.3.1.2)	1899	3.8968
272563.8.peg.10|DNA_polymerase_III_beta_subunit_(EC_2.7.7.7)	1107	10.5691
272563.8.peg.128|Phosphate_butyryltransferase_(EC_2.3.1.19)	903	1.3843
272563.8.peg.1421|Pyridoxal_kinase_(EC_2.7.1.35)	822	0.5474
272563.8.peg.129|Butyrate_kinase_(EC_2.7.2.7)	1080	7.4537
272563.8.peg.1453|Glycerol_kinase_(EC_2.7.1.30)	1515	1.0891
272563.8.peg.1457|Allophanate_hydrolase_2_subunit_1_(EC_3.5.1.54)	696	0.2155
272563.8.peg.1458|Allophanate_hydrolase_2_subunit_2_(EC_3.5.1.54)	987	0.4559
272563.8.peg.135|Phosphoglucosamine_mutase_(EC_5.4.2.10)	1347	6.1618
272563.8.peg.1472|Nicotinamidase_(EC_3.5.1.19)	636	0.6289
272563.8.peg.1473|Glycerophosphoryl_diester_phosphodiesterase_(EC_3.1.4.46)	732	0.0
272563.8.peg.1479|Transcriptional_regulator,_GntR_family_domain_/_Aspartate_aminotransferase_(EC_2.6.1.1)	1449	0.3106
272563.8.peg.1481|ADP-ribose_pyrophosphatase_of_COG1058_family_(EC_3.6.1.13)_/_Nicotinamide-nucleotide_amidase_(EC_3.5.1.42)	1257	0.6364
272563.8.peg.1498|Isochorismatase_(EC_3.3.2.1)	324	0.0
272563.8.peg.1517|Para-aminobenzoate_synthase,_amidotransferase_component_(EC_2.6.1.85)	585	0.4274
272563.8.peg.1518|Para-aminobenzoate_synthase,_aminase_component_(EC_2.6.1.85)	1350	1.963
272563.8.peg.1519|Aminodeoxychorismate_lyase_(EC_4.1.3.38)	744	0.2688
272563.8.peg.1521|GTP_cyclohydrolase_I_(EC_3.5.4.16)_type_1	573	1.4834
272563.8.peg.1522|Dihydropteroate_synthase_(EC_2.5.1.15)	792	1.3258
272563.8.peg.1523|Dihydroneopterin_aldolase_(EC_4.1.2.25)	366	1.776
272563.8.peg.1524|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_pyrophosphokinase_(EC_2.7.6.3)	507	1.8738
272563.8.peg.139|UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC_2.5.1.7)	1254	22.488
272563.8.peg.1525|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)	786	2.7354
272563.8.peg.1527|RNA_polymerase_sigma_factor_RpoD	1167	24.4216
272563.8.peg.1551|Ferrous_iron_transporter_FeoB	2157	0.1623
272563.8.peg.1554|Alkanesulfonates_transport_system_permease_protein	771	0.0649
272563.8.peg.1555|ABC_transporter,_ATP-binding_protein_(cluster_1,_maltose/g3p/polyamine/iron);_ABC_transporter,_ATP-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)	732	0.3415
272563.8.peg.1556|ABC_transporter,_substrate-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)	993	0.9063
272563.8.peg.1562|Methionine_ABC_transporter_permease_protein	657	0.3805
272563.8.peg.1563|Methionine_ABC_transporter_substrate-binding_protein	792	1.3889
272563.8.peg.1567|Pyrroline-5-carboxylate_reductase_(EC_1.5.1.2)	804	5.0373
272563.8.peg.1570|RNA_polymerase_sigma_factor_RpoD	885	7.3446
272563.8.peg.1574|Deoxyribose-phosphate_aldolase_(EC_4.1.2.4)	660	1.0606
272563.8.peg.146|S-adenosylmethionine_synthetase_(EC_2.5.1.6)	1194	31.4908
272563.8.peg.1586|Pantoate--beta-alanine_ligase_(EC_6.3.2.1)	849	1.0012
272563.8.peg.1587|3-methyl-2-oxobutanoate_hydroxymethyltransferase_(EC_2.1.2.11)	828	0.9058
272563.8.peg.1593|Ferrous_iron_transporter_FeoB	2121	1.7445
272563.8.peg.1597|Tyrosyl-tRNA_synthetase_(EC_6.1.1.1)	1209	3.5567
272563.8.peg.1602|Dihydroorotase_(EC_3.5.2.3)	1266	1.2243
272563.8.peg.1610|Gamma-glutamyltranspeptidase_(EC_2.3.2.2)_@_Glutathione_hydrolase_(EC_3.4.19.13)	1614	0.3408
272563.8.peg.22|Seryl-tRNA_synthetase_(EC_6.1.1.11)	1272	45.5582
272563.8.peg.1623|ATP_phosphoribosyltransferase_regulatory_subunit_(EC_2.4.2.17)	945	0.4233
272563.8.peg.1625|Histidinol-phosphate_aminotransferase_(EC_2.6.1.9)	1050	0.8571
272563.8.peg.1626|Imidazoleglycerol-phosphate_dehydratase_(EC_4.2.1.19)	579	1.3817
272563.8.peg.1628|Phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_(EC_5.3.1.16)	723	0.8299
272563.8.peg.1629|Imidazole_glycerol_phosphate_synthase_cyclase_subunit	759	0.6588
272563.8.peg.1630|Phosphoribosyl-AMP_cyclohydrolase_(EC_3.5.4.19)_/_Phosphoribosyl-ATP_pyrophosphatase_(EC_3.6.1.31)	669	1.3453
272563.8.peg.1641|Acetolactate_synthase_large_subunit_(EC_2.2.1.6)	1689	0.1776
272563.8.peg.1645|Lysophospholipase_L2_(EC_3.1.1.5)	537	0.0
272563.8.peg.1647|Lysophospholipase_(EC_3.1.1.5);_Monoglyceride_lipase_(EC_3.1.1.23)	450	0.5556
272563.8.peg.1652|Phosphomannomutase_(EC_5.4.2.8)	1698	3.6514
272563.8.peg.151|PTS_system,_cellobiose-specific_IIA_component_(EC_2.7.1.205)	309	5.5016
272563.8.peg.152|PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)	327	0.7645
272563.8.peg.1655|Homoserine_dehydrogenase_(EC_1.1.1.3)	1218	0.1642
272563.8.peg.153|PTS_system,_cellobiose-specific_IIC_component	1335	1.1236
272563.8.peg.1657|Histidinol_dehydrogenase_(EC_1.1.1.23)	1266	0.5924
272563.8.peg.1667|Potassium-transporting_ATPase_A_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	1677	0.0298
272563.8.peg.1668|Potassium-transporting_ATPase_B_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	2058	0.243
272563.8.peg.1669|Potassium-transporting_ATPase_C_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	627	0.4785
272563.8.peg.1670|Cysteine_synthase_(EC_2.5.1.47)	909	0.33
272563.8.peg.1671|Serine_acetyltransferase_(EC_2.3.1.30)	591	0.0846
272563.8.peg.1673|Methionine_aminopeptidase_(EC_3.4.11.18)	870	1.2644
272563.8.peg.1676|Hydroxymethylpyrimidine_phosphate_kinase_ThiD_(EC_2.7.4.7)	795	0.0629
272563.8.peg.1677|Hydroxyethylthiazole_kinase_(EC_2.7.1.50)	789	0.0
272563.8.peg.1678|Thiamin-phosphate_pyrophosphorylase_(EC_2.5.1.3)	633	0.5529
272563.8.peg.1679|PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)	303	0.495
272563.8.peg.1708|Superoxide_dismutase	705	0.0709
272563.8.peg.1714|Lead,_cadmium,_zinc_and_mercury_transporting_ATPase_(EC_3.6.3.3)_(EC_3.6.3.5);_Copper-translocating_P-type_ATPase_(EC_3.6.3.4)	2760	3.4964
272563.8.peg.1724|Iron_compound_ABC_uptake_transporter_permease_protein	954	0.0
272563.8.peg.1725|Iron_compound_ABC_uptake_transporter_permease_protein	957	0.1045
272563.8.peg.1726|Iron_compound_ABC_uptake_transporter_ATP-binding_protein	756	0.0
272563.8.peg.1727|Iron_compound_ABC_uptake_transporter_substrate-binding_protein	966	0.0518
272563.8.peg.1730|Methionine_ABC_transporter_substrate-binding_protein	798	0.8145
272563.8.peg.1731|Lipoate-protein_ligase_A	987	0.6079
272563.8.peg.1732|Na+/H+_antiporter	1680	0.625
272563.8.peg.1734|Aminomethyltransferase_(glycine_cleavage_system_T_protein)_(EC_2.1.2.10)_/_Glycine_dehydrogenase	2475	0.1212
272563.8.peg.1735|Glycine_dehydrogenase	1458	0.0343
272563.8.peg.1740|Guanine_deaminase_(EC_3.5.4.3)	1272	1.2972
272563.8.peg.1743|membrane-anchoring_domain_/_Glycerophosphoryl_diester_phosphodiesterase_(EC_3.1.4.46)	1845	0.0271
272563.8.peg.1744|Galactoside_O-acetyltransferase_(EC_2.3.1.18)	531	0.565
272563.8.peg.1768|Thioredoxin	318	9.7484
272563.8.peg.1769|Thioredoxin_reductase_(EC_1.8.1.9)	879	5.0626
272563.8.peg.1774|Sodium:alanine_symporter_family_protein	1296	3.0864
272563.8.peg.1775|6,7-dimethyl-8-ribityllumazine_synthase_(EC_2.5.1.78)	462	3.1385
272563.8.peg.164|Substrate-specific_component_RibU_of_riboflavin_ECF_transporter	606	7.3432
272563.8.peg.1776|3,4-dihydroxy-2-butanone_4-phosphate_synthase_(EC_4.1.99.12)_/_GTP_cyclohydrolase_II_(EC_3.5.4.25)	1194	2.5126
272563.8.peg.1777|Riboflavin_synthase_eubacterial/eukaryotic_(EC_2.5.1.9)	666	1.1261
272563.8.peg.1778|Diaminohydroxyphosphoribosylaminopyrimidine_deaminase_(EC_3.5.4.26)_/_5-amino-6-(5-phosphoribosylamino)uracil_reductase_(EC_1.1.1.193)	1113	1.3028
272563.8.peg.1781|Sulfur_carrier_protein_ThiS	195	0.5128
272563.8.peg.1782|Sulfur_carrier_protein_ThiS_/_Sulfur_carrier_protein_ThiS_adenylyltransferase_(EC_2.7.7.73)	804	0.1866
272563.8.peg.1786|Arginine/ornithine_antiporter_ArcD	1395	0.7527
272563.8.peg.1796|Cytosine/purine/uracil/thiamine/allantoin_permease_family_protein	1290	1.4341
272563.8.peg.1810|Sodium-dependent_phosphate_transporter	1620	0.7407
272563.8.peg.1815|5-methyltetrahydrofolate--homocysteine_methyltransferase_(EC_2.1.1.13)	639	0.3912
272563.8.peg.1830|Sodium/glutamate_symporter	1254	0.0
272563.8.peg.1831|Adenosine_deaminase_(EC_3.5.4.4)	990	0.7576
272563.8.peg.1842|Peptide_deformylase_(EC_3.5.1.88)	456	0.0
272563.8.peg.1852|ADP-ribose_pyrophosphatase_(EC_3.6.1.13)	609	1.9704
272563.8.peg.1855|NAD-dependent_glyceraldehyde-3-phosphate_dehydrogenase_(EC_1.2.1.12)	1017	1.5241
272563.8.peg.24|DNA_polymerase_III_subunits_gamma_and_tau_(EC_2.7.7.7)	1638	2.5031
272563.8.peg.1873|Argininosuccinate_synthase_(EC_6.3.4.5)	1200	0.75
272563.8.peg.1881|L-threonine_3-dehydrogenase_(EC_1.1.1.103)	957	1.5152
272563.8.peg.1886|NADH_dehydrogenase_(EC_1.6.99.3)	1632	0.5821
272563.8.peg.1895|Fructokinase_(EC_2.7.1.4)	972	0.2572
272563.8.peg.1897|Diaminopimelate_decarboxylase_(EC_4.1.1.20)	1212	0.165
272563.8.peg.1904|Phosphoglycerate_mutase_(EC_5.4.2.11)	642	2.8816
272563.8.peg.1906|Cytidylate_kinase_(EC_2.7.4.25)	651	1.3057
272563.8.peg.1908|4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_(EC_1.17.7.4)	840	1.3095
272563.8.peg.1910|Adenine_deaminase_(EC_3.5.4.2)	180	0.2778
272563.8.peg.1912|Adenine_deaminase_(EC_3.5.4.2)	1479	0.4733
272563.8.peg.1916|O-acetylhomoserine_sulfhydrylase_(EC_2.5.1.49)_@_O-succinylhomoserine_sulfhydrylase_(EC_2.5.1.48)	1266	0.5924
272563.8.peg.1917|Homoserine_O-succinyltransferase_(EC_2.3.1.46)	891	0.4489
272563.8.peg.1922|Magnesium_and_cobalt_transport_protein_CorA	957	0.3135
272563.8.peg.1923|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)	1014	2.1696
272563.8.peg.1924|3-dehydroquinate_synthase_(EC_4.2.3.4)	1065	1.6901
272563.8.peg.1925|3-phosphoshikimate_1-carboxyvinyltransferase_(EC_2.5.1.19)	1314	1.7504
272563.8.peg.1926|Chorismate_synthase_(EC_4.2.3.5)	1080	1.4352
272563.8.peg.1927|Chorismate_mutase_I_(EC_5.4.99.5)_/_Prephenate_dehydratase_(EC_4.2.1.51)	1197	1.462
272563.8.peg.1928|Shikimate_5-dehydrogenase_I_alpha_(EC_1.1.1.25)	810	2.4074
272563.8.peg.1929|Shikimate_kinase_I_(EC_2.7.1.71)	534	1.03
272563.8.peg.1930|Prephenate_and/or_arogenate_dehydrogenase_(unknown_specificity)_(EC_1.3.1.12)(EC_1.3.1.43)	840	1.5476
272563.8.peg.1993|N-acetylmuramoyl-L-alanine_amidase	789	0.5703
272563.8.peg.1994|dCMP_deaminase_(EC_3.5.4.12)_@_Late_competence_protein_ComEB	438	0.0
272563.8.peg.2009|Ethanolamine_ammonia-lyase_heavy_chain_(EC_4.3.1.7)	1365	7.9487
272563.8.peg.2010|Ethanolamine_ammonia-lyase_light_chain_(EC_4.3.1.7)	882	9.4104
272563.8.peg.2013|Acetaldehyde_dehydrogenase_(EC_1.2.1.10)_@_Acetaldehyde_dehydrogenase_(EC_1.2.1.10),_ethanolamine_utilization_cluster	1470	10.6122
272563.8.peg.2020|Ethanolamine_permease	1092	5.174
272563.8.peg.2022|2-isopropylmalate_synthase_(EC_2.3.3.13)	468	0.0
272563.8.peg.2032|Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)	945	2.0635
272563.8.peg.2033|Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)	855	1.2865
272563.8.peg.2034|Biotin_carboxylase_of_acetyl-CoA_carboxylase_(EC_6.3.4.14)	1362	1.9457
272563.8.peg.2035|Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase	453	2.3179
272563.8.peg.2071|tRNA_dimethylallyltransferase_(EC_2.5.1.75)	951	0.7886
272563.8.peg.2085|Substrate-specific_component_TrpP_of_tryptophan_ECF_transporter	552	0.3623
272563.8.peg.2117|Dihydroxy-acid_dehydratase_(EC_4.2.1.9)	1656	0.0604
272563.8.peg.194|Nitrite_reductase_probable_electron_transfer_4Fe-S_subunit_(EC_1.7.1.4)	474	2.3207
272563.8.peg.195|Nitrite_reductase_probable	1227	2.1597
272563.8.peg.2133|Aspartate_racemase_(EC_5.1.1.13)	699	1.0014
272563.8.peg.2135|Ornithine_carbamoyltransferase_(EC_2.1.3.3)	1023	0.0978
272563.8.peg.2136|N-acetylornithine_aminotransferase_(EC_2.6.1.11)	1188	0.0
272563.8.peg.2137|N-acetylglutamate_kinase_(EC_2.7.2.8)	861	0.0581
272563.8.peg.196|Cyclopropane-fatty-acyl-phospholipid_synthase_(EC_2.1.1.79)	1188	1.5152
272563.8.peg.2138|Glutamate_N-acetyltransferase_(EC_2.3.1.35)_@_N-acetylglutamate_synthase_(EC_2.3.1.1)	1218	0.0
272563.8.peg.2139|N-acetyl-gamma-glutamyl-phosphate_reductase_(EC_1.2.1.38)	1035	0.0966
272563.8.peg.2144|Cytidylate_kinase_(EC_2.7.4.25)	624	0.0801
272563.8.peg.2156|LSU_rRNA_pseudouridine(2605)_synthase_(EC_5.4.99.22)	717	0.9763
272563.8.peg.2160|Diaminopimelate_decarboxylase_(EC_4.1.1.20)	1293	0.6961
272563.8.peg.2161|Aspartokinase_(EC_2.7.2.4)	1194	0.2931
272563.8.peg.198|NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2)	1266	3.7125
