contigName	contigLen	normDepth
272563.8.peg.1521|GTP_cyclohydrolase_I_(EC_3.5.4.16)_type_1	573	21.2914
272563.8.peg.1522|Dihydropteroate_synthase_(EC_2.5.1.15)	792	23.9268
272563.8.peg.1523|Dihydroneopterin_aldolase_(EC_4.1.2.25)	366	16.5301
272563.8.peg.1524|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_pyrophosphokinase_(EC_2.7.6.3)	507	19.8225
272563.8.peg.139|UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC_2.5.1.7)	1254	46.8501
272563.8.peg.1525|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)	786	28.5623
272563.8.peg.1527|RNA_polymerase_sigma_factor_RpoD	1167	57.1123
272563.8.peg.1551|Ferrous_iron_transporter_FeoB	2157	0.9968
272563.8.peg.1554|Alkanesulfonates_transport_system_permease_protein	771	6.096
272563.8.peg.1555|ABC_transporter,_ATP-binding_protein_(cluster_1,_maltose/g3p/polyamine/iron);_ABC_transporter,_ATP-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)	732	7.3087
272563.8.peg.1556|ABC_transporter,_substrate-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)	993	65.2064
272563.8.peg.1562|Methionine_ABC_transporter_permease_protein	657	4.0335
272563.8.peg.1563|Methionine_ABC_transporter_substrate-binding_protein	792	11.6793
272563.8.peg.1567|Pyrroline-5-carboxylate_reductase_(EC_1.5.1.2)	804	19.0299
272563.8.peg.1570|RNA_polymerase_sigma_factor_RpoD	885	42.7684
272563.8.peg.1574|Deoxyribose-phosphate_aldolase_(EC_4.1.2.4)	660	6.6667
272563.8.peg.146|S-adenosylmethionine_synthetase_(EC_2.5.1.6)	1194	41.2479
272563.8.peg.1586|Pantoate--beta-alanine_ligase_(EC_6.3.2.1)	849	4.5936
272563.8.peg.1587|3-methyl-2-oxobutanoate_hydroxymethyltransferase_(EC_2.1.2.11)	828	3.6836
272563.8.peg.1593|Ferrous_iron_transporter_FeoB	2121	199.5992
272563.8.peg.1597|Tyrosyl-tRNA_synthetase_(EC_6.1.1.1)	1209	32.713
272563.8.peg.1602|Dihydroorotase_(EC_3.5.2.3)	1266	29.0679
272563.8.peg.1610|Gamma-glutamyltranspeptidase_(EC_2.3.2.2)_@_Glutathione_hydrolase_(EC_3.4.19.13)	1614	6.1958
272563.8.peg.22|Seryl-tRNA_synthetase_(EC_6.1.1.11)	1272	40.3695
272563.8.peg.1623|ATP_phosphoribosyltransferase_regulatory_subunit_(EC_2.4.2.17)	945	1.6402
272563.8.peg.1625|Histidinol-phosphate_aminotransferase_(EC_2.6.1.9)	1050	2.1429
272563.8.peg.1626|Imidazoleglycerol-phosphate_dehydratase_(EC_4.2.1.19)	579	2.8497
272563.8.peg.1628|Phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_(EC_5.3.1.16)	723	3.3887
272563.8.peg.1629|Imidazole_glycerol_phosphate_synthase_cyclase_subunit	759	2.7668
272563.8.peg.1630|Phosphoribosyl-AMP_cyclohydrolase_(EC_3.5.4.19)_/_Phosphoribosyl-ATP_pyrophosphatase_(EC_3.6.1.31)	669	4.4096
272563.8.peg.1641|Acetolactate_synthase_large_subunit_(EC_2.2.1.6)	1689	5.3582
272563.8.peg.1645|Lysophospholipase_L2_(EC_3.1.1.5)	537	2.4209
272563.8.peg.1647|Lysophospholipase_(EC_3.1.1.5);_Monoglyceride_lipase_(EC_3.1.1.23)	450	8.4444
272563.8.peg.1652|Phosphomannomutase_(EC_5.4.2.8)	1698	30.3887
272563.8.peg.151|PTS_system,_cellobiose-specific_IIA_component_(EC_2.7.1.205)	309	9.8706
272563.8.peg.152|PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)	327	21.8654
272563.8.peg.1655|Homoserine_dehydrogenase_(EC_1.1.1.3)	1218	1.1905
272563.8.peg.153|PTS_system,_cellobiose-specific_IIC_component	1335	23.8951
272563.8.peg.1657|Histidinol_dehydrogenase_(EC_1.1.1.23)	1266	6.1611
272563.8.peg.1667|Potassium-transporting_ATPase_A_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	1677	0.0596
272563.8.peg.1668|Potassium-transporting_ATPase_B_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	2058	0.413
272563.8.peg.1669|Potassium-transporting_ATPase_C_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	627	0.319
272563.8.peg.1670|Cysteine_synthase_(EC_2.5.1.47)	909	8.7459
272563.8.peg.1671|Serine_acetyltransferase_(EC_2.3.1.30)	591	12.775
272563.8.peg.1673|Methionine_aminopeptidase_(EC_3.4.11.18)	870	16.4943
272563.8.peg.1676|Hydroxymethylpyrimidine_phosphate_kinase_ThiD_(EC_2.7.4.7)	795	1.3836
272563.8.peg.1677|Hydroxyethylthiazole_kinase_(EC_2.7.1.50)	789	1.711
272563.8.peg.1678|Thiamin-phosphate_pyrophosphorylase_(EC_2.5.1.3)	633	1.8167
272563.8.peg.1679|PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)	303	9.571
272563.8.peg.1708|Superoxide_dismutase	705	17.1631
272563.8.peg.1714|Lead,_cadmium,_zinc_and_mercury_transporting_ATPase_(EC_3.6.3.3)_(EC_3.6.3.5);_Copper-translocating_P-type_ATPase_(EC_3.6.3.4)	2760	63.2428
272563.8.peg.1724|Iron_compound_ABC_uptake_transporter_permease_protein	954	0.2096
272563.8.peg.1725|Iron_compound_ABC_uptake_transporter_permease_protein	957	0.0
272563.8.peg.1726|Iron_compound_ABC_uptake_transporter_ATP-binding_protein	756	0.0
272563.8.peg.1727|Iron_compound_ABC_uptake_transporter_substrate-binding_protein	966	0.3623
272563.8.peg.1730|Methionine_ABC_transporter_substrate-binding_protein	798	6.5789
272563.8.peg.1731|Lipoate-protein_ligase_A	987	10.689
272563.8.peg.1732|Na+/H+_antiporter	1680	9.4345
272563.8.peg.1734|Aminomethyltransferase_(glycine_cleavage_system_T_protein)_(EC_2.1.2.10)_/_Glycine_dehydrogenase	2475	15.0707
272563.8.peg.1735|Glycine_dehydrogenase	1458	18.7243
272563.8.peg.1740|Guanine_deaminase_(EC_3.5.4.3)	1272	7.4686
272563.8.peg.1743|membrane-anchoring_domain_/_Glycerophosphoryl_diester_phosphodiesterase_(EC_3.1.4.46)	1845	1.5176
272563.8.peg.1744|Galactoside_O-acetyltransferase_(EC_2.3.1.18)	531	5.0847
272563.8.peg.1768|Thioredoxin	318	79.8742
272563.8.peg.1769|Thioredoxin_reductase_(EC_1.8.1.9)	879	120.2503
272563.8.peg.1774|Sodium:alanine_symporter_family_protein	1296	9.0664
272563.8.peg.1775|6,7-dimethyl-8-ribityllumazine_synthase_(EC_2.5.1.78)	462	1.1905
272563.8.peg.164|Substrate-specific_component_RibU_of_riboflavin_ECF_transporter	606	18.8119
272563.8.peg.1776|3,4-dihydroxy-2-butanone_4-phosphate_synthase_(EC_4.1.99.12)_/_GTP_cyclohydrolase_II_(EC_3.5.4.25)	1194	1.2982
272563.8.peg.1777|Riboflavin_synthase_eubacterial/eukaryotic_(EC_2.5.1.9)	666	0.7508
272563.8.peg.1778|Diaminohydroxyphosphoribosylaminopyrimidine_deaminase_(EC_3.5.4.26)_/_5-amino-6-(5-phosphoribosylamino)uracil_reductase_(EC_1.1.1.193)	1113	1.4376
272563.8.peg.1781|Sulfur_carrier_protein_ThiS	195	1.0256
272563.8.peg.1782|Sulfur_carrier_protein_ThiS_/_Sulfur_carrier_protein_ThiS_adenylyltransferase_(EC_2.7.7.73)	804	0.5597
272563.8.peg.1786|Arginine/ornithine_antiporter_ArcD	1395	14.4444
272563.8.peg.1796|Cytosine/purine/uracil/thiamine/allantoin_permease_family_protein	1290	2.4806
272563.8.peg.1810|Sodium-dependent_phosphate_transporter	1620	2.0062
272563.8.peg.1815|5-methyltetrahydrofolate--homocysteine_methyltransferase_(EC_2.1.1.13)	639	4.6948
272563.8.peg.1830|Sodium/glutamate_symporter	1254	6.8182
272563.8.peg.1831|Adenosine_deaminase_(EC_3.5.4.4)	990	4.596
272563.8.peg.1842|Peptide_deformylase_(EC_3.5.1.88)	456	3.0702
272563.8.peg.1852|ADP-ribose_pyrophosphatase_(EC_3.6.1.13)	609	19.5402
272563.8.peg.1855|NAD-dependent_glyceraldehyde-3-phosphate_dehydrogenase_(EC_1.2.1.12)	1017	16.7158
272563.8.peg.24|DNA_polymerase_III_subunits_gamma_and_tau_(EC_2.7.7.7)	1638	26.2821
272563.8.peg.1873|Argininosuccinate_synthase_(EC_6.3.4.5)	1200	9.25
272563.8.peg.1881|L-threonine_3-dehydrogenase_(EC_1.1.1.103)	957	20.9509
272563.8.peg.1886|NADH_dehydrogenase_(EC_1.6.99.3)	1632	170.4963
272563.8.peg.1895|Fructokinase_(EC_2.7.1.4)	972	2.572
272563.8.peg.1897|Diaminopimelate_decarboxylase_(EC_4.1.1.20)	1212	2.2277
272563.8.peg.1904|Phosphoglycerate_mutase_(EC_5.4.2.11)	642	4.9065
272563.8.peg.1906|Cytidylate_kinase_(EC_2.7.4.25)	651	11.3671
272563.8.peg.1908|4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_(EC_1.17.7.4)	840	15.4762
272563.8.peg.1910|Adenine_deaminase_(EC_3.5.4.2)	180	1.1111
272563.8.peg.1912|Adenine_deaminase_(EC_3.5.4.2)	1479	5.6119
272563.8.peg.1916|O-acetylhomoserine_sulfhydrylase_(EC_2.5.1.49)_@_O-succinylhomoserine_sulfhydrylase_(EC_2.5.1.48)	1266	5.2528
272563.8.peg.1917|Homoserine_O-succinyltransferase_(EC_2.3.1.46)	891	6.6779
272563.8.peg.1922|Magnesium_and_cobalt_transport_protein_CorA	957	8.046
272563.8.peg.1923|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)	1014	3.501
272563.8.peg.1924|3-dehydroquinate_synthase_(EC_4.2.3.4)	1065	3.0047
272563.8.peg.1925|3-phosphoshikimate_1-carboxyvinyltransferase_(EC_2.5.1.19)	1314	3.9574
272563.8.peg.1926|Chorismate_synthase_(EC_4.2.3.5)	1080	2.5463
272563.8.peg.1927|Chorismate_mutase_I_(EC_5.4.99.5)_/_Prephenate_dehydratase_(EC_4.2.1.51)	1197	1.7962
272563.8.peg.1928|Shikimate_5-dehydrogenase_I_alpha_(EC_1.1.1.25)	810	2.0988
272563.8.peg.1929|Shikimate_kinase_I_(EC_2.7.1.71)	534	3.4644
272563.8.peg.1930|Prephenate_and/or_arogenate_dehydrogenase_(unknown_specificity)_(EC_1.3.1.12)(EC_1.3.1.43)	840	1.4881
272563.8.peg.1993|N-acetylmuramoyl-L-alanine_amidase	789	34.7909
272563.8.peg.1994|dCMP_deaminase_(EC_3.5.4.12)_@_Late_competence_protein_ComEB	438	1.5982
272563.8.peg.2009|Ethanolamine_ammonia-lyase_heavy_chain_(EC_4.3.1.7)	1365	0.4029
272563.8.peg.2010|Ethanolamine_ammonia-lyase_light_chain_(EC_4.3.1.7)	882	0.1134
272563.8.peg.2013|Acetaldehyde_dehydrogenase_(EC_1.2.1.10)_@_Acetaldehyde_dehydrogenase_(EC_1.2.1.10),_ethanolamine_utilization_cluster	1470	0.7483
272563.8.peg.2020|Ethanolamine_permease	1092	0.641
272563.8.peg.2022|2-isopropylmalate_synthase_(EC_2.3.3.13)	468	1.0684
272563.8.peg.2032|Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)	945	40.1058
272563.8.peg.2033|Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)	855	46.9591
272563.8.peg.2034|Biotin_carboxylase_of_acetyl-CoA_carboxylase_(EC_6.3.4.14)	1362	63.2159
272563.8.peg.2035|Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase	453	60.9272
272563.8.peg.2071|tRNA_dimethylallyltransferase_(EC_2.5.1.75)	951	12.1451
272563.8.peg.2085|Substrate-specific_component_TrpP_of_tryptophan_ECF_transporter	552	50.0906
272563.8.peg.2117|Dihydroxy-acid_dehydratase_(EC_4.2.1.9)	1656	8.8768
272563.8.peg.194|Nitrite_reductase_probable_electron_transfer_4Fe-S_subunit_(EC_1.7.1.4)	474	157.8059
272563.8.peg.195|Nitrite_reductase_probable	1227	167.7262
272563.8.peg.2133|Aspartate_racemase_(EC_5.1.1.13)	699	21.3877
272563.8.peg.2135|Ornithine_carbamoyltransferase_(EC_2.1.3.3)	1023	0.2933
272563.8.peg.2136|N-acetylornithine_aminotransferase_(EC_2.6.1.11)	1188	0.1684
272563.8.peg.2137|N-acetylglutamate_kinase_(EC_2.7.2.8)	861	0.0
272563.8.peg.196|Cyclopropane-fatty-acyl-phospholipid_synthase_(EC_2.1.1.79)	1188	17.7609
272563.8.peg.2138|Glutamate_N-acetyltransferase_(EC_2.3.1.35)_@_N-acetylglutamate_synthase_(EC_2.3.1.1)	1218	0.1232
272563.8.peg.2139|N-acetyl-gamma-glutamyl-phosphate_reductase_(EC_1.2.1.38)	1035	0.2899
272563.8.peg.2144|Cytidylate_kinase_(EC_2.7.4.25)	624	0.0801
272563.8.peg.2156|LSU_rRNA_pseudouridine(2605)_synthase_(EC_5.4.99.22)	717	3.9052
272563.8.peg.2160|Diaminopimelate_decarboxylase_(EC_4.1.1.20)	1293	9.3968
272563.8.peg.2161|Aspartokinase_(EC_2.7.2.4)	1194	6.1977
272563.8.peg.198|NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2)	1266	301.2638
