contigName	contigLen	normDepth
272563.8.peg.112|SSU_ribosomal_protein_S4p_(S9e)_@_SSU_ribosomal_protein_S4p_(S9e),_zinc-dependent	624	752.7244
272563.8.peg.113|DNA-directed_RNA_polymerase_alpha_subunit_(EC_2.7.7.6)	948	856.5401
272563.8.peg.1052|ABC_transporter,_ATP-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)	699	4.5064
272563.8.peg.1054|Fumarate_hydratase_class_I,_alpha_region_(EC_4.2.1.2);_L(+)-tartrate_dehydratase_alpha_subunit_(EC_4.2.1.32)	840	10.119
272563.8.peg.1055|Fumarate_hydratase_class_I,_beta_region_(EC_4.2.1.2);_L(+)-tartrate_dehydratase_beta_subunit_(EC_4.2.1.32)	549	10.4736
272563.8.peg.1056|NADP-dependent_malic_enzyme_(EC_1.1.1.40)	1182	23.3503
272563.8.peg.1062|Glucosamine-6-phosphate_deaminase_(EC_3.5.99.6)	750	119.9333
272563.8.peg.114|LSU_ribosomal_protein_L17p	342	692.6901
272563.8.peg.1085|UDP-N-acetylglucosamine_2-epimerase_(EC_5.1.3.14)	1125	2.9778
272563.8.peg.1086|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	975	1.4359
272563.8.peg.1087|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	2019	63.9921
272563.8.peg.1088|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	2013	30.7253
272563.8.peg.119|LSU_ribosomal_protein_L13p_(L13Ae)	432	518.6343
272563.8.peg.120|SSU_ribosomal_protein_S9p_(S16e)	393	587.1501
272563.8.peg.121|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	705	11.2057
272563.8.peg.1099|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	1053	42.925
272563.8.peg.1101|NAD_kinase_(EC_2.7.1.23)	801	41.3858
272563.8.peg.1109|3-hydroxybutyryl-CoA_dehydratase_(EC_4.2.1.55)	798	605.3258
272563.8.peg.1110|3-hydroxybutyryl-CoA_dehydrogenase_(EC_1.1.1.157)	846	651.5366
272563.8.peg.1111|Acetyl-CoA_acetyltransferase_(EC_2.3.1.9)	1176	688.8605
272563.8.peg.1124|Transcriptional_regulator,_GntR_family_domain_/_Aspartate_aminotransferase_(EC_2.6.1.1)	1446	13.0014
272563.8.peg.1128|PTS_system,_mannose-specific_IIA_component_(EC_2.7.1.191)	411	6.9343
272563.8.peg.1130|PTS_system,_mannose-specific_IIB_component_(EC_2.7.1.191)	471	8.2803
272563.8.peg.1131|PTS_system,_mannose-specific_IIC_component	759	5.4018
272563.8.peg.1132|PTS_system,_mannose-specific_IID_component	843	12.3962
272563.8.peg.1137|PTS_system,_galactitol-specific_IIB_component_(EC_2.7.1.200)	276	35.3261
272563.8.peg.1175|Pyruvate_formate-lyase_(EC_2.3.1.54)	2373	10.9777
272563.8.peg.1176|Pyruvate_formate-lyase_activating_enzyme_(EC_1.97.1.4)	903	9.9668
272563.8.peg.1186|Dephospho-CoA_kinase_(EC_2.7.1.24)	603	16.9983
272563.8.peg.1191|Lactoylglutathione_lyase_(EC_4.4.1.5)	372	42.6075
272563.8.peg.1211|Methylglyoxal_synthase_(EC_4.2.3.3)	414	94.9275
272563.8.peg.1219|LSU_ribosomal_protein_L21p	312	335.7372
272563.8.peg.1221|LSU_ribosomal_protein_L27p	291	597.2509
272563.8.peg.1224|Homoserine_dehydrogenase_(EC_1.1.1.3)	1206	11.1111
272563.8.peg.122|Aspartate_aminotransferase_(EC_2.6.1.1)	1185	111.4768
272563.8.peg.1231|Glycolate_dehydrogenase_(EC_1.1.99.14),_subunit_GlcD	1392	484.842
272563.8.peg.1233|Acetate_kinase_(EC_2.7.2.1)	1197	308.8555
272563.8.peg.1235|LSU_ribosomal_protein_L32p_@_LSU_ribosomal_protein_L32p,_zinc-dependent	177	194.3503
272563.8.peg.1238|3-oxoacyl-	987	161.0942
272563.8.peg.123|Ribonucleotide_reductase_of_class_III_(anaerobic),_large_subunit_(EC_1.17.4.2)	2352	170.8546
272563.8.peg.1240|Malonyl_CoA-acyl_carrier_protein_transacylase_(EC_2.3.1.39)	951	203.6803
272563.8.peg.1243|3-oxoacyl-	1239	299.9193
272563.8.peg.1250|Fructose-1,6-bisphosphatase,_Bacillus_type_(EC_3.1.3.11)	1986	77.0393
272563.8.peg.1264|(2E,6E)-farnesyl_diphosphate_synthase_(EC_2.5.1.10)	888	31.5315
272563.8.peg.1266|1-deoxy-D-xylulose_5-phosphate_synthase_(EC_2.2.1.7)	1866	46.6238
272563.8.peg.1279|ADP-ribose_pyrophosphatase_(EC_3.6.1.13)	537	84.3575
272563.8.peg.1282|Phosphopentomutase_(EC_5.4.2.7)	1173	84.5695
272563.8.peg.1283|Purine_nucleoside_phosphorylase_(EC_2.4.2.1)_@_N-Ribosylnicotinamide_phosphorylase_(EC_2.4.2.1)	813	85.6089
272563.8.peg.1284|Pyrimidine-nucleoside_phosphorylase_(EC_2.4.2.2)	1326	7.8054
272563.8.peg.1312|Ribonuclease_III_(EC_3.1.26.3)	711	25.7384
272563.8.peg.1314|Chromosome_partition_protein_smc	3555	47.2855
272563.8.peg.1318|SSU_ribosomal_protein_S16p	273	224.1758
272563.8.peg.1322|LSU_ribosomal_protein_L19p	351	317.9487
272563.8.peg.1339|DNA_topoisomerase_I_(EC_5.99.1.2)	2088	64.8707
272563.8.peg.1344|Cysteine_desulfurase_(EC_2.8.1.7)	1194	129.2295
272563.8.peg.1347|Alanyl-tRNA_synthetase_(EC_6.1.1.7)	2640	78.3712
272563.8.peg.1360|Segregation_and_condensation_protein_A	720	36.9444
272563.8.peg.1361|Segregation_and_condensation_protein_B	540	54.0741
272563.8.peg.1365|Cytosol_aminopeptidase_PepA_(EC_3.4.11.1)	1452	18.6639
272563.8.peg.1370|N-acetylmuramoyl-L-alanine_amidase_(EC_3.5.1.28)	1824	54.0844
272563.8.peg.1373|Transcription_termination_protein_NusA	1155	122.0779
272563.8.peg.1382|FMN_adenylyltransferase_(EC_2.7.7.2)_/_Riboflavin_kinase_(EC_2.7.1.26)	930	73.9785
272563.8.peg.1383|SSU_ribosomal_protein_S15p_(S13e)	258	539.3411
272563.8.peg.1389|Aspartokinase_(EC_2.7.2.4)	1224	53.268
272563.8.peg.1394|CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_(EC_2.7.8.5)	543	45.8564
272563.8.peg.1399|Undecaprenyl-diphosphatase_(EC_3.6.1.27)	825	72.303
272563.8.peg.1401|Adenylosuccinate_lyase_(EC_4.3.2.2)_@_SAICAR_lyase_(EC_4.3.2.2)	1446	61.964
272563.8.peg.1403|PTS_system,_maltose_and_glucose-specific_IIC_component_/_PTS_system,_maltose_and_glucose-specific_IIB_component_(EC_2.7.1.208)	1578	6.5906
272563.8.peg.1405|Maltose-6'-phosphate_glucosidase_(EC_3.2.1.122)	1347	15.4046
272563.8.peg.1406|Alanine_transaminase_(EC_2.6.1.2)	1197	286.8003
272563.8.peg.1407|Galactose-1-phosphate_uridylyltransferase_(EC_2.7.7.10)	951	22.6604
272563.8.peg.1411|Glutamine_synthetase,_clostridia_type_(EC_6.3.1.2)	1899	51.5534
272563.8.peg.10|DNA_polymerase_III_beta_subunit_(EC_2.7.7.7)	1107	78.1843
272563.8.peg.128|Phosphate_butyryltransferase_(EC_2.3.1.19)	903	32.3367
272563.8.peg.1421|Pyridoxal_kinase_(EC_2.7.1.35)	822	28.7105
272563.8.peg.129|Butyrate_kinase_(EC_2.7.2.7)	1080	92.6852
272563.8.peg.1453|Glycerol_kinase_(EC_2.7.1.30)	1515	10.7591
272563.8.peg.1457|Allophanate_hydrolase_2_subunit_1_(EC_3.5.1.54)	696	40.0862
272563.8.peg.1458|Allophanate_hydrolase_2_subunit_2_(EC_3.5.1.54)	987	50.8612
272563.8.peg.135|Phosphoglucosamine_mutase_(EC_5.4.2.10)	1347	144.8033
272563.8.peg.1472|Nicotinamidase_(EC_3.5.1.19)	636	21.934
272563.8.peg.1473|Glycerophosphoryl_diester_phosphodiesterase_(EC_3.1.4.46)	732	2.5273
272563.8.peg.1479|Transcriptional_regulator,_GntR_family_domain_/_Aspartate_aminotransferase_(EC_2.6.1.1)	1449	10.1104
272563.8.peg.1481|ADP-ribose_pyrophosphatase_of_COG1058_family_(EC_3.6.1.13)_/_Nicotinamide-nucleotide_amidase_(EC_3.5.1.42)	1257	33.0549
272563.8.peg.1498|Isochorismatase_(EC_3.3.2.1)	324	9.8765
272563.8.peg.1517|Para-aminobenzoate_synthase,_amidotransferase_component_(EC_2.6.1.85)	585	22.3077
272563.8.peg.1518|Para-aminobenzoate_synthase,_aminase_component_(EC_2.6.1.85)	1350	32.6296
272563.8.peg.1519|Aminodeoxychorismate_lyase_(EC_4.1.3.38)	744	22.1774
272563.8.peg.1521|GTP_cyclohydrolase_I_(EC_3.5.4.16)_type_1	573	70.2443
272563.8.peg.1522|Dihydropteroate_synthase_(EC_2.5.1.15)	792	75.5051
272563.8.peg.1523|Dihydroneopterin_aldolase_(EC_4.1.2.25)	366	62.2951
272563.8.peg.1524|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_pyrophosphokinase_(EC_2.7.6.3)	507	72.9783
272563.8.peg.139|UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC_2.5.1.7)	1254	43.1021
272563.8.peg.1525|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)	786	87.7226
272563.8.peg.1527|RNA_polymerase_sigma_factor_RpoD	1167	154.3702
272563.8.peg.1551|Ferrous_iron_transporter_FeoB	2157	5.0765
272563.8.peg.1554|Alkanesulfonates_transport_system_permease_protein	771	23.4112
272563.8.peg.1555|ABC_transporter,_ATP-binding_protein_(cluster_1,_maltose/g3p/polyamine/iron);_ABC_transporter,_ATP-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)	732	24.0437
272563.8.peg.1556|ABC_transporter,_substrate-binding_protein_(cluster_10,_nitrate/sulfonate/bicarbonate)	993	119.3857
272563.8.peg.1562|Methionine_ABC_transporter_permease_protein	657	9.2085
272563.8.peg.1563|Methionine_ABC_transporter_substrate-binding_protein	792	23.1692
272563.8.peg.1567|Pyrroline-5-carboxylate_reductase_(EC_1.5.1.2)	804	72.7612
272563.8.peg.1570|RNA_polymerase_sigma_factor_RpoD	885	178.9266
272563.8.peg.1574|Deoxyribose-phosphate_aldolase_(EC_4.1.2.4)	660	23.9394
272563.8.peg.146|S-adenosylmethionine_synthetase_(EC_2.5.1.6)	1194	104.8995
272563.8.peg.1586|Pantoate--beta-alanine_ligase_(EC_6.3.2.1)	849	19.9058
272563.8.peg.1587|3-methyl-2-oxobutanoate_hydroxymethyltransferase_(EC_2.1.2.11)	828	16.3043
272563.8.peg.1593|Ferrous_iron_transporter_FeoB	2121	16.2895
272563.8.peg.1597|Tyrosyl-tRNA_synthetase_(EC_6.1.1.1)	1209	104.5906
272563.8.peg.1602|Dihydroorotase_(EC_3.5.2.3)	1266	67.2591
272563.8.peg.1610|Gamma-glutamyltranspeptidase_(EC_2.3.2.2)_@_Glutathione_hydrolase_(EC_3.4.19.13)	1614	11.8959
272563.8.peg.22|Seryl-tRNA_synthetase_(EC_6.1.1.11)	1272	137.2248
272563.8.peg.1623|ATP_phosphoribosyltransferase_regulatory_subunit_(EC_2.4.2.17)	945	7.3016
272563.8.peg.1625|Histidinol-phosphate_aminotransferase_(EC_2.6.1.9)	1050	10.0952
272563.8.peg.1626|Imidazoleglycerol-phosphate_dehydratase_(EC_4.2.1.19)	579	8.981
272563.8.peg.1628|Phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase_(EC_5.3.1.16)	723	7.953
272563.8.peg.1629|Imidazole_glycerol_phosphate_synthase_cyclase_subunit	759	9.4203
272563.8.peg.1630|Phosphoribosyl-AMP_cyclohydrolase_(EC_3.5.4.19)_/_Phosphoribosyl-ATP_pyrophosphatase_(EC_3.6.1.31)	669	15.0972
272563.8.peg.1641|Acetolactate_synthase_large_subunit_(EC_2.2.1.6)	1689	3.0491
272563.8.peg.1645|Lysophospholipase_L2_(EC_3.1.1.5)	537	7.3557
272563.8.peg.1647|Lysophospholipase_(EC_3.1.1.5);_Monoglyceride_lipase_(EC_3.1.1.23)	450	16.8889
272563.8.peg.1652|Phosphomannomutase_(EC_5.4.2.8)	1698	44.2285
272563.8.peg.151|PTS_system,_cellobiose-specific_IIA_component_(EC_2.7.1.205)	309	34.6278
272563.8.peg.152|PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)	327	54.893
272563.8.peg.1655|Homoserine_dehydrogenase_(EC_1.1.1.3)	1218	0.3284
272563.8.peg.153|PTS_system,_cellobiose-specific_IIC_component	1335	76.2172
272563.8.peg.1657|Histidinol_dehydrogenase_(EC_1.1.1.23)	1266	10.6635
272563.8.peg.1667|Potassium-transporting_ATPase_A_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	1677	1.2522
272563.8.peg.1668|Potassium-transporting_ATPase_B_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	2058	1.0933
272563.8.peg.1669|Potassium-transporting_ATPase_C_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)	627	0.638
272563.8.peg.1670|Cysteine_synthase_(EC_2.5.1.47)	909	2.2552
272563.8.peg.1671|Serine_acetyltransferase_(EC_2.3.1.30)	591	5.0761
272563.8.peg.1673|Methionine_aminopeptidase_(EC_3.4.11.18)	870	29.4253
272563.8.peg.1676|Hydroxymethylpyrimidine_phosphate_kinase_ThiD_(EC_2.7.4.7)	795	2.1384
272563.8.peg.1677|Hydroxyethylthiazole_kinase_(EC_2.7.1.50)	789	3.1686
272563.8.peg.1678|Thiamin-phosphate_pyrophosphorylase_(EC_2.5.1.3)	633	2.8436
272563.8.peg.1679|PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)	303	23.1023
272563.8.peg.1708|Superoxide_dismutase	705	0.7092
272563.8.peg.1714|Lead,_cadmium,_zinc_and_mercury_transporting_ATPase_(EC_3.6.3.3)_(EC_3.6.3.5);_Copper-translocating_P-type_ATPase_(EC_3.6.3.4)	2760	174.6558
272563.8.peg.1724|Iron_compound_ABC_uptake_transporter_permease_protein	954	0.4717
272563.8.peg.1725|Iron_compound_ABC_uptake_transporter_permease_protein	957	0.3135
272563.8.peg.1726|Iron_compound_ABC_uptake_transporter_ATP-binding_protein	756	1.1243
272563.8.peg.1727|Iron_compound_ABC_uptake_transporter_substrate-binding_protein	966	0.7246
272563.8.peg.1730|Methionine_ABC_transporter_substrate-binding_protein	798	19.1729
272563.8.peg.1731|Lipoate-protein_ligase_A	987	19.4022
272563.8.peg.1732|Na+/H+_antiporter	1680	31.2202
272563.8.peg.1734|Aminomethyltransferase_(glycine_cleavage_system_T_protein)_(EC_2.1.2.10)_/_Glycine_dehydrogenase	2475	15.596
272563.8.peg.1735|Glycine_dehydrogenase	1458	21.8793
272563.8.peg.1740|Guanine_deaminase_(EC_3.5.4.3)	1272	21.7374
272563.8.peg.1743|membrane-anchoring_domain_/_Glycerophosphoryl_diester_phosphodiesterase_(EC_3.1.4.46)	1845	2.4932
272563.8.peg.1744|Galactoside_O-acetyltransferase_(EC_2.3.1.18)	531	16.5725
272563.8.peg.1768|Thioredoxin	318	164.1509
272563.8.peg.1769|Thioredoxin_reductase_(EC_1.8.1.9)	879	241.4107
272563.8.peg.1774|Sodium:alanine_symporter_family_protein	1296	57.6775
272563.8.peg.1775|6,7-dimethyl-8-ribityllumazine_synthase_(EC_2.5.1.78)	462	241.7749
272563.8.peg.164|Substrate-specific_component_RibU_of_riboflavin_ECF_transporter	606	155.2805
272563.8.peg.1776|3,4-dihydroxy-2-butanone_4-phosphate_synthase_(EC_4.1.99.12)_/_GTP_cyclohydrolase_II_(EC_3.5.4.25)	1194	213.8191
272563.8.peg.1777|Riboflavin_synthase_eubacterial/eukaryotic_(EC_2.5.1.9)	666	105.9309
272563.8.peg.1778|Diaminohydroxyphosphoribosylaminopyrimidine_deaminase_(EC_3.5.4.26)_/_5-amino-6-(5-phosphoribosylamino)uracil_reductase_(EC_1.1.1.193)	1113	126.6846
272563.8.peg.1781|Sulfur_carrier_protein_ThiS	195	0.7692
272563.8.peg.1782|Sulfur_carrier_protein_ThiS_/_Sulfur_carrier_protein_ThiS_adenylyltransferase_(EC_2.7.7.73)	804	1.4925
272563.8.peg.1786|Arginine/ornithine_antiporter_ArcD	1395	0.3226
272563.8.peg.1796|Cytosine/purine/uracil/thiamine/allantoin_permease_family_protein	1290	13.4109
272563.8.peg.1810|Sodium-dependent_phosphate_transporter	1620	3.4568
272563.8.peg.1815|5-methyltetrahydrofolate--homocysteine_methyltransferase_(EC_2.1.1.13)	639	15.2582
272563.8.peg.1830|Sodium/glutamate_symporter	1254	0.0797
272563.8.peg.1831|Adenosine_deaminase_(EC_3.5.4.4)	990	8.7374
272563.8.peg.1842|Peptide_deformylase_(EC_3.5.1.88)	456	10.7456
272563.8.peg.1852|ADP-ribose_pyrophosphatase_(EC_3.6.1.13)	609	26.9294
272563.8.peg.1855|NAD-dependent_glyceraldehyde-3-phosphate_dehydrogenase_(EC_1.2.1.12)	1017	8.5054
272563.8.peg.24|DNA_polymerase_III_subunits_gamma_and_tau_(EC_2.7.7.7)	1638	62.5153
272563.8.peg.1873|Argininosuccinate_synthase_(EC_6.3.4.5)	1200	29.4583
272563.8.peg.1881|L-threonine_3-dehydrogenase_(EC_1.1.1.103)	957	37.0428
272563.8.peg.1886|NADH_dehydrogenase_(EC_1.6.99.3)	1632	498.652
272563.8.peg.1895|Fructokinase_(EC_2.7.1.4)	972	6.5329
272563.8.peg.1897|Diaminopimelate_decarboxylase_(EC_4.1.1.20)	1212	6.1056
272563.8.peg.1904|Phosphoglycerate_mutase_(EC_5.4.2.11)	642	19.3146
272563.8.peg.1906|Cytidylate_kinase_(EC_2.7.4.25)	651	30.722
272563.8.peg.1908|4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_(EC_1.17.7.4)	840	48.3333
272563.8.peg.1910|Adenine_deaminase_(EC_3.5.4.2)	180	6.3889
272563.8.peg.1912|Adenine_deaminase_(EC_3.5.4.2)	1479	12.9817
272563.8.peg.1916|O-acetylhomoserine_sulfhydrylase_(EC_2.5.1.49)_@_O-succinylhomoserine_sulfhydrylase_(EC_2.5.1.48)	1266	14.7709
272563.8.peg.1917|Homoserine_O-succinyltransferase_(EC_2.3.1.46)	891	15.4882
272563.8.peg.1922|Magnesium_and_cobalt_transport_protein_CorA	957	11.233
272563.8.peg.1923|2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)	1014	14.4477
272563.8.peg.1924|3-dehydroquinate_synthase_(EC_4.2.3.4)	1065	13.0047
272563.8.peg.1925|3-phosphoshikimate_1-carboxyvinyltransferase_(EC_2.5.1.19)	1314	18.3029
272563.8.peg.1926|Chorismate_synthase_(EC_4.2.3.5)	1080	10.9722
272563.8.peg.1927|Chorismate_mutase_I_(EC_5.4.99.5)_/_Prephenate_dehydratase_(EC_4.2.1.51)	1197	15.0376
272563.8.peg.1928|Shikimate_5-dehydrogenase_I_alpha_(EC_1.1.1.25)	810	16.5432
272563.8.peg.1929|Shikimate_kinase_I_(EC_2.7.1.71)	534	17.2285
272563.8.peg.1930|Prephenate_and/or_arogenate_dehydrogenase_(unknown_specificity)_(EC_1.3.1.12)(EC_1.3.1.43)	840	16.3095
272563.8.peg.1993|N-acetylmuramoyl-L-alanine_amidase	789	19.7085
272563.8.peg.1994|dCMP_deaminase_(EC_3.5.4.12)_@_Late_competence_protein_ComEB	438	5.137
272563.8.peg.2009|Ethanolamine_ammonia-lyase_heavy_chain_(EC_4.3.1.7)	1365	49.8168
272563.8.peg.2010|Ethanolamine_ammonia-lyase_light_chain_(EC_4.3.1.7)	882	38.9456
272563.8.peg.2013|Acetaldehyde_dehydrogenase_(EC_1.2.1.10)_@_Acetaldehyde_dehydrogenase_(EC_1.2.1.10),_ethanolamine_utilization_cluster	1470	45.1701
272563.8.peg.2020|Ethanolamine_permease	1092	19.6886
272563.8.peg.2022|2-isopropylmalate_synthase_(EC_2.3.3.13)	468	0.0
272563.8.peg.2032|Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)	945	226.9841
272563.8.peg.2033|Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)	855	258.2456
272563.8.peg.2034|Biotin_carboxylase_of_acetyl-CoA_carboxylase_(EC_6.3.4.14)	1362	309.9853
272563.8.peg.2035|Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase	453	286.755
272563.8.peg.2071|tRNA_dimethylallyltransferase_(EC_2.5.1.75)	951	38.3281
272563.8.peg.2085|Substrate-specific_component_TrpP_of_tryptophan_ECF_transporter	552	56.4312
272563.8.peg.2117|Dihydroxy-acid_dehydratase_(EC_4.2.1.9)	1656	2.7174
272563.8.peg.194|Nitrite_reductase_probable_electron_transfer_4Fe-S_subunit_(EC_1.7.1.4)	474	268.2489
272563.8.peg.195|Nitrite_reductase_probable	1227	296.6178
272563.8.peg.2133|Aspartate_racemase_(EC_5.1.1.13)	699	46.7811
272563.8.peg.2135|Ornithine_carbamoyltransferase_(EC_2.1.3.3)	1023	0.2933
272563.8.peg.2136|N-acetylornithine_aminotransferase_(EC_2.6.1.11)	1188	0.2946
272563.8.peg.2137|N-acetylglutamate_kinase_(EC_2.7.2.8)	861	0.4646
272563.8.peg.196|Cyclopropane-fatty-acyl-phospholipid_synthase_(EC_2.1.1.79)	1188	70.7492
272563.8.peg.2138|Glutamate_N-acetyltransferase_(EC_2.3.1.35)_@_N-acetylglutamate_synthase_(EC_2.3.1.1)	1218	0.6979
272563.8.peg.2139|N-acetyl-gamma-glutamyl-phosphate_reductase_(EC_1.2.1.38)	1035	0.3382
272563.8.peg.2144|Cytidylate_kinase_(EC_2.7.4.25)	624	0.0801
272563.8.peg.2156|LSU_rRNA_pseudouridine(2605)_synthase_(EC_5.4.99.22)	717	11.3668
272563.8.peg.2160|Diaminopimelate_decarboxylase_(EC_4.1.1.20)	1293	30.4718
272563.8.peg.2161|Aspartokinase_(EC_2.7.2.4)	1194	16.6667
272563.8.peg.198|NAD-specific_glutamate_dehydrogenase_(EC_1.4.1.2)	1266	265.2449
